ticket_id,title,description,category,priority,resolution_hint,language,source,title_clean,description_clean,text
TRX-1161,Adobe Reader ne s'ouvre pas En télétravail uniquement.,PDF s'ouvre dans le navigateur uniquement. Sur site le problème n'apparaît pas.,software,low,Réparer/réinstaller Acrobat Reader.,fr,synthetic_tritux_v1,adobe reader ne s ouvre pas en télétravail uniquement.,pdf s ouvre dans le navigateur uniquement. sur site le problème n apparaît pas.,adobe reader ne s ouvre pas en télétravail uniquement. pdf s ouvre dans le navigateur uniquement. sur site le problème n apparaît pas.
TRX-1425,Erreur OneNote sync - besoin aide,Bloc-notes ne se synchronise plus. Occurrence #4.,software,low,Repair OneNote / Sign-out.,fr,synthetic_tritux_v1,erreur onenote sync - besoin aide,bloc-notes ne se synchronise plus. occurrence 4.,erreur onenote sync - besoin aide bloc-notes ne se synchronise plus. occurrence 4.
TRX-1117,Demande d'audit des accès partage Problème reproduit sur 2 postes.,Besoin de revoir qui a accès au dossier RH. Captures d'écran disponibles.,security,medium,Exporter ACL et valider avec Data Owner.,fr,synthetic_tritux_v1,demande d audit des accès partage problème reproduit sur 2 postes.,besoin de revoir qui a accès au dossier rh. captures d écran disponibles.,demande d audit des accès partage problème reproduit sur 2 postes. besoin de revoir qui a accès au dossier rh. captures d écran disponibles.
TRX-1028,Impossible d'accéder au partage réseau Depuis la dernière mise à jour Windows.,"\\tritux-fs01\projets inaccessible, erreur d'accès refusé. Aucun changement matériel de mon côté.",network,medium,Vérifier droits SMB et VPN si hors site.,fr,synthetic_tritux_v1,impossible d accéder au partage réseau depuis la dernière mise à jour windows.,tritux-fs01 projets inaccessible erreur d accès refusé. aucun changement matériel de mon côté.,impossible d accéder au partage réseau depuis la dernière mise à jour windows. tritux-fs01 projets inaccessible erreur d accès refusé. aucun changement matériel de mon côté.
TRX-1166,OneDrive synchronisation bloquée Depuis la dernière mise à jour Windows.,"Icône rouge, fichiers hors ligne non sync. Aucun changement matériel de mon côté.",software,medium,"Reset OneDrive, espace disque, droits.",fr,synthetic_tritux_v1,onedrive synchronisation bloquée depuis la dernière mise à jour windows.,icône rouge fichiers hors ligne non sync. aucun changement matériel de mon côté.,onedrive synchronisation bloquée depuis la dernière mise à jour windows. icône rouge fichiers hors ligne non sync. aucun changement matériel de mon côté.
TRX-1410,Connexion SSO lente,Login Azure AD prend plus de 2 minutes.,account,medium,Vérifier réseau et MFA latency.,fr,synthetic_tritux_v1,connexion sso lente,login azure ad prend plus de 2 minutes.,connexion sso lente login azure ad prend plus de 2 minutes.
TRX-1285,Désactivation compte collaborateur sorti Problème reproduit sur 2 postes.,Offboarding: désactiver compte demain 18h. Captures d'écran disponibles.,account,high,Checklist offboarding AD/M365.,fr,synthetic_tritux_v1,désactivation compte collaborateur sorti problème reproduit sur 2 postes.,offboarding désactiver compte demain 18h. captures d écran disponibles.,désactivation compte collaborateur sorti problème reproduit sur 2 postes. offboarding désactiver compte demain 18h. captures d écran disponibles.
TRX-1441,Mailing list projet à créer - besoin aide,Créer liste projet-nova@tritux.com. Occurrence #4.,email,low,Créer DL Exchange.,fr,synthetic_tritux_v1,mailing list projet à créer - besoin aide,créer liste occurrence 4.,mailing list projet à créer - besoin aide créer liste occurrence 4.
TRX-1138,Word affiche document corrompu,Impossible d'ouvrir mon rapport.docx.,software,medium,Récupération Word / versions OneDrive.,fr,synthetic_tritux_v1,word affiche document corrompu,impossible d ouvrir mon rapport.docx.,word affiche document corrompu impossible d ouvrir mon rapport.docx.
TRX-1364,Distribution list non à jour Depuis la dernière mise à jour Windows.,Liste all-staff contient anciens employés. Aucun changement matériel de mon côté.,email,low,Sync HR + nettoyage DL.,fr,synthetic_tritux_v1,distribution list non à jour depuis la dernière mise à jour windows.,liste all-staff contient anciens employés. aucun changement matériel de mon côté.,distribution list non à jour depuis la dernière mise à jour windows. liste all-staff contient anciens employés. aucun changement matériel de mon côté.
TRX-1236,Ventilateur très bruyant Urgent pour une livraison client.,PC surchauffe et throttle en réunion. Deadline aujourd'hui 17h.,hardware,medium,"Nettoyage poussière, paste thermique.",fr,synthetic_tritux_v1,ventilateur très bruyant urgent pour une livraison client.,pc surchauffe et throttle en réunion. deadline aujourd hui 17h.,ventilateur très bruyant urgent pour une livraison client. pc surchauffe et throttle en réunion. deadline aujourd hui 17h.
TRX-1413,Connexion SSO lente - besoin aide,Login Azure AD prend plus de 2 minutes. Occurrence #4.,account,medium,Vérifier réseau et MFA latency.,fr,synthetic_tritux_v1,connexion sso lente - besoin aide,login azure ad prend plus de 2 minutes. occurrence 4.,connexion sso lente - besoin aide login azure ad prend plus de 2 minutes. occurrence 4.
TRX-1436,Écran bleu BSOD intermittent,BSOD DRIVER_IRQL après dock. Occurrence #3.,hardware,high,MAJ chipset/dock drivers.,fr,synthetic_tritux_v1,écran bleu bsod intermittent,bsod driver_irql après dock. occurrence 3.,écran bleu bsod intermittent bsod driver_irql après dock. occurrence 3.
TRX-1273,Droits accès SharePoint manquants Problème reproduit sur 2 postes.,Pas d'accès au site projet Alpha. Captures d'écran disponibles.,account,medium,Ajouter au groupe Azure AD du site.,fr,synthetic_tritux_v1,droits accès sharepoint manquants problème reproduit sur 2 postes.,pas d accès au site projet alpha. captures d écran disponibles.,droits accès sharepoint manquants problème reproduit sur 2 postes. pas d accès au site projet alpha. captures d écran disponibles.
TRX-1087,USB non autorisé bloqué Problème reproduit sur 2 postes.,Clé USB refusée par la politique de sécurité. Captures d'écran disponibles.,security,low,"Utiliser OneDrive Tritux, demander exception SI.",fr,synthetic_tritux_v1,usb non autorisé bloqué problème reproduit sur 2 postes.,clé usb refusée par la politique de sécurité. captures d écran disponibles.,usb non autorisé bloqué problème reproduit sur 2 postes. clé usb refusée par la politique de sécurité. captures d écran disponibles.
TRX-1361,Distribution list non à jour Merci de traiter rapidement.,Liste all-staff contient anciens employés. Impact sur mon activité quotidienne.,email,low,Sync HR + nettoyage DL.,fr,synthetic_tritux_v1,distribution list non à jour merci de traiter rapidement.,liste all-staff contient anciens employés. impact sur mon activité quotidienne.,distribution list non à jour merci de traiter rapidement. liste all-staff contient anciens employés. impact sur mon activité quotidienne.
TRX-1311,Profil Windows corrompu En télétravail uniquement.,Impossible de charger le profil local. Sur site le problème n'apparaît pas.,account,high,"Nouveau profil temporaire, migration data.",fr,synthetic_tritux_v1,profil windows corrompu en télétravail uniquement.,impossible de charger le profil local. sur site le problème n apparaît pas.,profil windows corrompu en télétravail uniquement. impossible de charger le profil local. sur site le problème n apparaît pas.
TRX-1036,DNS ne résout pas les sites internes,intranet.tritux.local ne répond pas.,network,high,"Pointer DNS vers contrôleurs Tritux, flushdns.",fr,synthetic_tritux_v1,dns ne résout pas les sites internes,intranet.tritux.local ne répond pas.,dns ne résout pas les sites internes intranet.tritux.local ne répond pas.
TRX-1331,Boîte partagée inaccessible Merci de traiter rapidement.,support@tritux.com non visible. Impact sur mon activité quotidienne.,email,medium,Droits FullAccess mailbox.,fr,synthetic_tritux_v1,boîte partagée inaccessible merci de traiter rapidement.,non visible. impact sur mon activité quotidienne.,boîte partagée inaccessible merci de traiter rapidement. non visible. impact sur mon activité quotidienne.
TRX-1349,Quota boîte mail saturé Merci de traiter rapidement.,"Impossible de recevoir, 99 Go utilisés. Impact sur mon activité quotidienne.",email,medium,Archivage online + purge.,fr,synthetic_tritux_v1,quota boîte mail saturé merci de traiter rapidement.,impossible de recevoir 99 go utilisés. impact sur mon activité quotidienne.,quota boîte mail saturé merci de traiter rapidement. impossible de recevoir 99 go utilisés. impact sur mon activité quotidienne.
TRX-1136,Teams ne rejoint pas les réunions Depuis la dernière mise à jour Windows.,"Bouton Rejoindre grisé, erreur média. Aucun changement matériel de mon côté.",software,medium,"Clear cache Teams, réinstaller client.",fr,synthetic_tritux_v1,teams ne rejoint pas les réunions depuis la dernière mise à jour windows.,bouton rejoindre grisé erreur média. aucun changement matériel de mon côté.,teams ne rejoint pas les réunions depuis la dernière mise à jour windows. bouton rejoindre grisé erreur média. aucun changement matériel de mon côté.
TRX-1343,Calendrier Teams non synchronisé Merci de traiter rapidement.,RDV Outlook absents de Teams. Impact sur mon activité quotidienne.,email,medium,Repair sync M365 calendar.,fr,synthetic_tritux_v1,calendrier teams non synchronisé merci de traiter rapidement.,rdv outlook absents de teams. impact sur mon activité quotidienne.,calendrier teams non synchronisé merci de traiter rapidement. rdv outlook absents de teams. impact sur mon activité quotidienne.
TRX-1107,Lien suspect dans Teams En télétravail uniquement.,Collègue a collé un lien raccourci douteux. Sur site le problème n'apparaît pas.,security,high,"Ne pas ouvrir, signaler au SOC Tritux.",fr,synthetic_tritux_v1,lien suspect dans teams en télétravail uniquement.,collègue a collé un lien raccourci douteux. sur site le problème n apparaît pas.,lien suspect dans teams en télétravail uniquement. collègue a collé un lien raccourci douteux. sur site le problème n apparaît pas.
TRX-1181,Erreur licence Office 365 Merci de traiter rapidement.,Produit non licencié après changement de poste. Impact sur mon activité quotidienne.,software,high,Réactiver licence via compte Tritux.,fr,synthetic_tritux_v1,erreur licence office 365 merci de traiter rapidement.,produit non licencié après changement de poste. impact sur mon activité quotidienne.,erreur licence office 365 merci de traiter rapidement. produit non licencié après changement de poste. impact sur mon activité quotidienne.
TRX-1189,Zoom / Teams conflit audio Problème reproduit sur 2 postes.,Micro non détecté pendant réunion. Captures d'écran disponibles.,software,medium,Permissions Windows privacy + périphérique défaut.,fr,synthetic_tritux_v1,zoom / teams conflit audio problème reproduit sur 2 postes.,micro non détecté pendant réunion. captures d écran disponibles.,zoom / teams conflit audio problème reproduit sur 2 postes. micro non détecté pendant réunion. captures d écran disponibles.
TRX-1083,Demande de droits admin local En télétravail uniquement.,"Besoin d'installer un outil, UAC bloque l'installation. Sur site le problème n'apparaît pas.",security,medium,"Évaluer besoin, déploiement via Intune si validé.",fr,synthetic_tritux_v1,demande de droits admin local en télétravail uniquement.,besoin d installer un outil uac bloque l installation. sur site le problème n apparaît pas.,demande de droits admin local en télétravail uniquement. besoin d installer un outil uac bloque l installation. sur site le problème n apparaît pas.
TRX-1186,Zoom / Teams conflit audio,Micro non détecté pendant réunion.,software,medium,Permissions Windows privacy + périphérique défaut.,fr,synthetic_tritux_v1,zoom / teams conflit audio,micro non détecté pendant réunion.,zoom / teams conflit audio micro non détecté pendant réunion.
TRX-1325,Signature email à mettre à jour Merci de traiter rapidement.,Nouvelle signature corporate manquante. Impact sur mon activité quotidienne.,email,low,Déployer signature centralisée.,fr,synthetic_tritux_v1,signature email à mettre à jour merci de traiter rapidement.,nouvelle signature corporate manquante. impact sur mon activité quotidienne.,signature email à mettre à jour merci de traiter rapidement. nouvelle signature corporate manquante. impact sur mon activité quotidienne.
TRX-1232,Webcam intégrée noire Depuis la dernière mise à jour Windows.,Caméra allumée mais image noire dans Teams. Aucun changement matériel de mon côté.,hardware,medium,"Réinstaller pilote caméra, privacy settings.",fr,synthetic_tritux_v1,webcam intégrée noire depuis la dernière mise à jour windows.,caméra allumée mais image noire dans teams. aucun changement matériel de mon côté.,webcam intégrée noire depuis la dernière mise à jour windows. caméra allumée mais image noire dans teams. aucun changement matériel de mon côté.
TRX-1400,Suggestion amélioration helpdesk Depuis la dernière mise à jour Windows.,Ajouter FAQ visible avant ticket. Aucun changement matériel de mon côté.,other,low,Remonter product owner.,fr,synthetic_tritux_v1,suggestion amélioration helpdesk depuis la dernière mise à jour windows.,ajouter faq visible avant ticket. aucun changement matériel de mon côté.,suggestion amélioration helpdesk depuis la dernière mise à jour windows. ajouter faq visible avant ticket. aucun changement matériel de mon côté.
TRX-1393,Question politique télétravail Problème reproduit sur 2 postes.,Jours autorisés hors site? Captures d'écran disponibles.,other,low,Consulter RH / intranet.,fr,synthetic_tritux_v1,question politique télétravail problème reproduit sur 2 postes.,jours autorisés hors site captures d écran disponibles.,question politique télétravail problème reproduit sur 2 postes. jours autorisés hors site captures d écran disponibles.
TRX-1051,Proxy bloque certains sites pro Problème reproduit sur 2 postes.,Accès refusé via proxy pour un outil SaaS métier. Captures d'écran disponibles.,network,medium,Demander exception proxy / whitelist.,fr,synthetic_tritux_v1,proxy bloque certains sites pro problème reproduit sur 2 postes.,accès refusé via proxy pour un outil saas métier. captures d écran disponibles.,proxy bloque certains sites pro problème reproduit sur 2 postes. accès refusé via proxy pour un outil saas métier. captures d écran disponibles.
TRX-1421,Câble réseau coupé open-space - besoin aide,Poste voisin aussi offline. Occurrence #4.,network,medium,Vérifier switch étage.,fr,synthetic_tritux_v1,câble réseau coupé open-space - besoin aide,poste voisin aussi offline. occurrence 4.,câble réseau coupé open-space - besoin aide poste voisin aussi offline. occurrence 4.
TRX-1381,Réservation salle réunion outil Problème reproduit sur 2 postes.,Comment réserver la salle Innovate? Captures d'écran disponibles.,other,low,Utiliser Outlook room finder.,fr,synthetic_tritux_v1,réservation salle réunion outil problème reproduit sur 2 postes.,comment réserver la salle innovate captures d écran disponibles.,réservation salle réunion outil problème reproduit sur 2 postes. comment réserver la salle innovate captures d écran disponibles.
TRX-1148,Installation Docker Desktop bloquée Depuis la dernière mise à jour Windows.,"Besoin Docker pour le projet, droits insuffisants. Aucun changement matériel de mon côté.",software,medium,Demande logiciel + validation sécurité.,fr,synthetic_tritux_v1,installation docker desktop bloquée depuis la dernière mise à jour windows.,besoin docker pour le projet droits insuffisants. aucun changement matériel de mon côté.,installation docker desktop bloquée depuis la dernière mise à jour windows. besoin docker pour le projet droits insuffisants. aucun changement matériel de mon côté.
TRX-1116,Demande d'audit des accès partage Urgent pour une livraison client.,Besoin de revoir qui a accès au dossier RH. Deadline aujourd'hui 17h.,security,medium,Exporter ACL et valider avec Data Owner.,fr,synthetic_tritux_v1,demande d audit des accès partage urgent pour une livraison client.,besoin de revoir qui a accès au dossier rh. deadline aujourd hui 17h.,demande d audit des accès partage urgent pour une livraison client. besoin de revoir qui a accès au dossier rh. deadline aujourd hui 17h.
TRX-1338,Mails partent en spam chez clients Urgent pour une livraison client.,Plaintes SPF/DKIM fail. Deadline aujourd'hui 17h.,email,high,Vérifier enregistrements DNS mail.,fr,synthetic_tritux_v1,mails partent en spam chez clients urgent pour une livraison client.,plaintes spf/dkim fail. deadline aujourd hui 17h.,mails partent en spam chez clients urgent pour une livraison client. plaintes spf/dkim fail. deadline aujourd hui 17h.
TRX-1023,Wi-Fi instable au 3ème étage En télétravail uniquement.,Le réseau sans fil coupe souvent dans la salle réunion B. Sur site le problème n'apparaît pas.,network,medium,"Reset borne AP, vérifier couverture et canaux.",fr,synthetic_tritux_v1,wi-fi instable au 3ème étage en télétravail uniquement.,le réseau sans fil coupe souvent dans la salle réunion b. sur site le problème n apparaît pas.,wi-fi instable au 3ème étage en télétravail uniquement. le réseau sans fil coupe souvent dans la salle réunion b. sur site le problème n apparaît pas.
TRX-1035,Latence élevée sur Teams En télétravail uniquement.,Appels Teams avec décalage audio important. Sur site le problème n'apparaît pas.,network,medium,"Tester bande passante, QoS, fermer VPN split tunnel.",fr,synthetic_tritux_v1,latence élevée sur teams en télétravail uniquement.,appels teams avec décalage audio important. sur site le problème n apparaît pas.,latence élevée sur teams en télétravail uniquement. appels teams avec décalage audio important. sur site le problème n apparaît pas.
TRX-1360,Distribution list non à jour,Liste all-staff contient anciens employés.,email,low,Sync HR + nettoyage DL.,fr,synthetic_tritux_v1,distribution list non à jour,liste all-staff contient anciens employés.,distribution list non à jour liste all-staff contient anciens employés.
TRX-1098,Ransomware suspicion fichiers chiffrés Urgent pour une livraison client.,Extensions .locked apparues sur mon dossier Documents. Deadline aujourd'hui 17h.,security,urgent,"Débrancher réseau immédiatement, alerter SOC.",fr,synthetic_tritux_v1,ransomware suspicion fichiers chiffrés urgent pour une livraison client.,extensions .locked apparues sur mon dossier documents. deadline aujourd hui 17h.,ransomware suspicion fichiers chiffrés urgent pour une livraison client. extensions .locked apparues sur mon dossier documents. deadline aujourd hui 17h.
TRX-1295,Double authentification à configurer Merci de traiter rapidement.,Onboarding: activer MFA obligatoire. Impact sur mon activité quotidienne.,account,medium,Guide enrollment Authenticator.,fr,synthetic_tritux_v1,double authentification à configurer merci de traiter rapidement.,onboarding activer mfa obligatoire. impact sur mon activité quotidienne.,double authentification à configurer merci de traiter rapidement. onboarding activer mfa obligatoire. impact sur mon activité quotidienne.
TRX-1185,Erreur licence Office 365 En télétravail uniquement.,Produit non licencié après changement de poste. Sur site le problème n'apparaît pas.,software,high,Réactiver licence via compte Tritux.,fr,synthetic_tritux_v1,erreur licence office 365 en télétravail uniquement.,produit non licencié après changement de poste. sur site le problème n apparaît pas.,erreur licence office 365 en télétravail uniquement. produit non licencié après changement de poste. sur site le problème n apparaît pas.
TRX-1316,Mails n'arrivent plus en réception Depuis la dernière mise à jour Windows.,"Boîte vide depuis hier, envoi OK. Aucun changement matériel de mon côté.",email,high,"Règles Outlook, quarantaine, MX.",fr,synthetic_tritux_v1,mails n arrivent plus en réception depuis la dernière mise à jour windows.,boîte vide depuis hier envoi ok. aucun changement matériel de mon côté.,mails n arrivent plus en réception depuis la dernière mise à jour windows. boîte vide depuis hier envoi ok. aucun changement matériel de mon côté.
TRX-1321,Pièces jointes bloquées Problème reproduit sur 2 postes.,PDF > 10 Mo refusés à l'envoi. Captures d'écran disponibles.,email,medium,"Utiliser OneDrive link, quota PJ.",fr,synthetic_tritux_v1,pièces jointes bloquées problème reproduit sur 2 postes.,pdf 10 mo refusés à l envoi. captures d écran disponibles.,pièces jointes bloquées problème reproduit sur 2 postes. pdf 10 mo refusés à l envoi. captures d écran disponibles.
TRX-1150,VS Code extensions manquantes,Environnement de dév incomplet après reset poste.,software,low,Réinstaller pack extensions Tritux.,fr,synthetic_tritux_v1,vs code extensions manquantes,environnement de dév incomplet après reset poste.,vs code extensions manquantes environnement de dév incomplet après reset poste.
TRX-1282,Désactivation compte collaborateur sorti,Offboarding: désactiver compte demain 18h.,account,high,Checklist offboarding AD/M365.,fr,synthetic_tritux_v1,désactivation compte collaborateur sorti,offboarding désactiver compte demain 18h.,désactivation compte collaborateur sorti offboarding désactiver compte demain 18h.
TRX-1040,DNS ne résout pas les sites internes Depuis la dernière mise à jour Windows.,intranet.tritux.local ne répond pas. Aucun changement matériel de mon côté.,network,high,"Pointer DNS vers contrôleurs Tritux, flushdns.",fr,synthetic_tritux_v1,dns ne résout pas les sites internes depuis la dernière mise à jour windows.,intranet.tritux.local ne répond pas. aucun changement matériel de mon côté.,dns ne résout pas les sites internes depuis la dernière mise à jour windows. intranet.tritux.local ne répond pas. aucun changement matériel de mon côté.
TRX-1193,Écran secondaire scintille Merci de traiter rapidement.,Moniteur HDMI scintille via dock USB-C. Impact sur mon activité quotidienne.,hardware,low,"Tester câble, port, MAJ GPU.",fr,synthetic_tritux_v1,écran secondaire scintille merci de traiter rapidement.,moniteur hdmi scintille via dock usb-c. impact sur mon activité quotidienne.,écran secondaire scintille merci de traiter rapidement. moniteur hdmi scintille via dock usb-c. impact sur mon activité quotidienne.
TRX-1063,Email de phishing suspect reçu Problème reproduit sur 2 postes.,Mail demandant de saisir mon mot de passe SSO via un lien externe. Captures d'écran disponibles.,security,urgent,"Ne pas cliquer, signaler phishing, reset MDP si cliqué.",fr,synthetic_tritux_v1,email de phishing suspect reçu problème reproduit sur 2 postes.,mail demandant de saisir mon mot de passe sso via un lien externe. captures d écran disponibles.,email de phishing suspect reçu problème reproduit sur 2 postes. mail demandant de saisir mon mot de passe sso via un lien externe. captures d écran disponibles.
TRX-1274,Droits accès SharePoint manquants Depuis la dernière mise à jour Windows.,Pas d'accès au site projet Alpha. Aucun changement matériel de mon côté.,account,medium,Ajouter au groupe Azure AD du site.,fr,synthetic_tritux_v1,droits accès sharepoint manquants depuis la dernière mise à jour windows.,pas d accès au site projet alpha. aucun changement matériel de mon côté.,droits accès sharepoint manquants depuis la dernière mise à jour windows. pas d accès au site projet alpha. aucun changement matériel de mon côté.
TRX-1235,Ventilateur très bruyant Merci de traiter rapidement.,PC surchauffe et throttle en réunion. Impact sur mon activité quotidienne.,hardware,medium,"Nettoyage poussière, paste thermique.",fr,synthetic_tritux_v1,ventilateur très bruyant merci de traiter rapidement.,pc surchauffe et throttle en réunion. impact sur mon activité quotidienne.,ventilateur très bruyant merci de traiter rapidement. pc surchauffe et throttle en réunion. impact sur mon activité quotidienne.
TRX-1373,Demande formation Excel avancé Merci de traiter rapidement.,Souhait formation tableaux croisés. Impact sur mon activité quotidienne.,other,low,Orienter catalogue formation Tritux.,fr,synthetic_tritux_v1,demande formation excel avancé merci de traiter rapidement.,souhait formation tableaux croisés. impact sur mon activité quotidienne.,demande formation excel avancé merci de traiter rapidement. souhait formation tableaux croisés. impact sur mon activité quotidienne.
TRX-1022,Wi-Fi instable au 3ème étage Depuis la dernière mise à jour Windows.,Le réseau sans fil coupe souvent dans la salle réunion B. Aucun changement matériel de mon côté.,network,medium,"Reset borne AP, vérifier couverture et canaux.",fr,synthetic_tritux_v1,wi-fi instable au 3ème étage depuis la dernière mise à jour windows.,le réseau sans fil coupe souvent dans la salle réunion b. aucun changement matériel de mon côté.,wi-fi instable au 3ème étage depuis la dernière mise à jour windows. le réseau sans fil coupe souvent dans la salle réunion b. aucun changement matériel de mon côté.
TRX-1135,Teams ne rejoint pas les réunions Problème reproduit sur 2 postes.,"Bouton Rejoindre grisé, erreur média. Captures d'écran disponibles.",software,medium,"Clear cache Teams, réinstaller client.",fr,synthetic_tritux_v1,teams ne rejoint pas les réunions problème reproduit sur 2 postes.,bouton rejoindre grisé erreur média. captures d écran disponibles.,teams ne rejoint pas les réunions problème reproduit sur 2 postes. bouton rejoindre grisé erreur média. captures d écran disponibles.
TRX-1309,Profil Windows corrompu Problème reproduit sur 2 postes.,Impossible de charger le profil local. Captures d'écran disponibles.,account,high,"Nouveau profil temporaire, migration data.",fr,synthetic_tritux_v1,profil windows corrompu problème reproduit sur 2 postes.,impossible de charger le profil local. captures d écran disponibles.,profil windows corrompu problème reproduit sur 2 postes. impossible de charger le profil local. captures d écran disponibles.
TRX-1176,Navigateur Chrome très lent Urgent pour une livraison client.,"Onglets se figent, utilisation CPU élevée. Deadline aujourd'hui 17h.",software,medium,"Désactiver extensions, clear cache.",fr,synthetic_tritux_v1,navigateur chrome très lent urgent pour une livraison client.,onglets se figent utilisation cpu élevée. deadline aujourd hui 17h.,navigateur chrome très lent urgent pour une livraison client. onglets se figent utilisation cpu élevée. deadline aujourd hui 17h.
TRX-1183,Erreur licence Office 365 Problème reproduit sur 2 postes.,Produit non licencié après changement de poste. Captures d'écran disponibles.,software,high,Réactiver licence via compte Tritux.,fr,synthetic_tritux_v1,erreur licence office 365 problème reproduit sur 2 postes.,produit non licencié après changement de poste. captures d écran disponibles.,erreur licence office 365 problème reproduit sur 2 postes. produit non licencié après changement de poste. captures d écran disponibles.
TRX-1049,Proxy bloque certains sites pro Merci de traiter rapidement.,Accès refusé via proxy pour un outil SaaS métier. Impact sur mon activité quotidienne.,network,medium,Demander exception proxy / whitelist.,fr,synthetic_tritux_v1,proxy bloque certains sites pro merci de traiter rapidement.,accès refusé via proxy pour un outil saas métier. impact sur mon activité quotidienne.,proxy bloque certains sites pro merci de traiter rapidement. accès refusé via proxy pour un outil saas métier. impact sur mon activité quotidienne.
TRX-1194,Écran secondaire scintille Urgent pour une livraison client.,Moniteur HDMI scintille via dock USB-C. Deadline aujourd'hui 17h.,hardware,low,"Tester câble, port, MAJ GPU.",fr,synthetic_tritux_v1,écran secondaire scintille urgent pour une livraison client.,moniteur hdmi scintille via dock usb-c. deadline aujourd hui 17h.,écran secondaire scintille urgent pour une livraison client. moniteur hdmi scintille via dock usb-c. deadline aujourd hui 17h.
TRX-1423,Erreur OneNote sync - besoin aide,Bloc-notes ne se synchronise plus. Occurrence #2.,software,low,Repair OneNote / Sign-out.,fr,synthetic_tritux_v1,erreur onenote sync - besoin aide,bloc-notes ne se synchronise plus. occurrence 2.,erreur onenote sync - besoin aide bloc-notes ne se synchronise plus. occurrence 2.
TRX-1432,Alerte connexion RDP inhabituelle,Tentative RDP hors heures. Occurrence #3.,security,urgent,"Bloquer IP, audit compte.",fr,synthetic_tritux_v1,alerte connexion rdp inhabituelle,tentative rdp hors heures. occurrence 3.,alerte connexion rdp inhabituelle tentative rdp hors heures. occurrence 3.
TRX-1172,PowerPoint police manquante Depuis la dernière mise à jour Windows.,Présentation avec polices non installées. Aucun changement matériel de mon côté.,software,low,Installer polices corporate Tritux.,fr,synthetic_tritux_v1,powerpoint police manquante depuis la dernière mise à jour windows.,présentation avec polices non installées. aucun changement matériel de mon côté.,powerpoint police manquante depuis la dernière mise à jour windows. présentation avec polices non installées. aucun changement matériel de mon côté.
TRX-1390,Question politique télétravail,Jours autorisés hors site?,other,low,Consulter RH / intranet.,fr,synthetic_tritux_v1,question politique télétravail,jours autorisés hors site,question politique télétravail jours autorisés hors site
TRX-1110,Certificat SSL invalide sur portail Urgent pour une livraison client.,Navigateur indique certificat non fiable. Deadline aujourd'hui 17h.,security,high,Vérifier horloge système et certificat serveur.,fr,synthetic_tritux_v1,certificat ssl invalide sur portail urgent pour une livraison client.,navigateur indique certificat non fiable. deadline aujourd hui 17h.,certificat ssl invalide sur portail urgent pour une livraison client. navigateur indique certificat non fiable. deadline aujourd hui 17h.
TRX-1079,Demande de droits admin local Merci de traiter rapidement.,"Besoin d'installer un outil, UAC bloque l'installation. Impact sur mon activité quotidienne.",security,medium,"Évaluer besoin, déploiement via Intune si validé.",fr,synthetic_tritux_v1,demande de droits admin local merci de traiter rapidement.,besoin d installer un outil uac bloque l installation. impact sur mon activité quotidienne.,demande de droits admin local merci de traiter rapidement. besoin d installer un outil uac bloque l installation. impact sur mon activité quotidienne.
TRX-1407,Imprimante imprime des pages blanches - besoin aide,Toner semble OK mais sorties blanches. Occurrence #2.,hardware,low,"Tambour/toner, test page.",fr,synthetic_tritux_v1,imprimante imprime des pages blanches - besoin aide,toner semble ok mais sorties blanches. occurrence 2.,imprimante imprime des pages blanches - besoin aide toner semble ok mais sorties blanches. occurrence 2.
TRX-1174,Navigateur Chrome très lent,"Onglets se figent, utilisation CPU élevée.",software,medium,"Désactiver extensions, clear cache.",fr,synthetic_tritux_v1,navigateur chrome très lent,onglets se figent utilisation cpu élevée.,navigateur chrome très lent onglets se figent utilisation cpu élevée.
TRX-1426,Demande accès GitLab,Nouveau développeur sans accès dépôt.,account,medium,Ajouter groupe gitlab-devs.,fr,synthetic_tritux_v1,demande accès gitlab,nouveau développeur sans accès dépôt.,demande accès gitlab nouveau développeur sans accès dépôt.
TRX-1357,Règle de redirection suspecte Problème reproduit sur 2 postes.,Mails forward auto vers externe. Captures d'écran disponibles.,email,urgent,"Supprimer règle, reset MDP, audit.",fr,synthetic_tritux_v1,règle de redirection suspecte problème reproduit sur 2 postes.,mails forward auto vers externe. captures d écran disponibles.,règle de redirection suspecte problème reproduit sur 2 postes. mails forward auto vers externe. captures d écran disponibles.
TRX-1081,Demande de droits admin local Problème reproduit sur 2 postes.,"Besoin d'installer un outil, UAC bloque l'installation. Captures d'écran disponibles.",security,medium,"Évaluer besoin, déploiement via Intune si validé.",fr,synthetic_tritux_v1,demande de droits admin local problème reproduit sur 2 postes.,besoin d installer un outil uac bloque l installation. captures d écran disponibles.,demande de droits admin local problème reproduit sur 2 postes. besoin d installer un outil uac bloque l installation. captures d écran disponibles.
TRX-1388,Demande inventaire matériel Depuis la dernière mise à jour Windows.,Liste des assets de mon département. Aucun changement matériel de mon côté.,other,low,Extraire depuis CMDB / Intune.,fr,synthetic_tritux_v1,demande inventaire matériel depuis la dernière mise à jour windows.,liste des assets de mon département. aucun changement matériel de mon côté.,demande inventaire matériel depuis la dernière mise à jour windows. liste des assets de mon département. aucun changement matériel de mon côté.
