ticket_id,title,description,category,priority,resolution_hint,language,source
TRX-1308,Profil Windows corrompu Urgent pour une livraison client.,Impossible de charger le profil local. Deadline aujourd'hui 17h.,account,high,"Nouveau profil temporaire, migration data.",fr,synthetic_tritux_v1
TRX-1258,Compte verrouillé après tentatives,"Trop d'échecs de connexion, compte lock.",account,high,Unlock Active Directory / Azure AD.,fr,synthetic_tritux_v1
TRX-1119,Demande d'audit des accès partage En télétravail uniquement.,Besoin de revoir qui a accès au dossier RH. Sur site le problème n'apparaît pas.,security,medium,Exporter ACL et valider avec Data Owner.,fr,synthetic_tritux_v1
TRX-1111,Certificat SSL invalide sur portail Problème reproduit sur 2 postes.,Navigateur indique certificat non fiable. Captures d'écran disponibles.,security,high,Vérifier horloge système et certificat serveur.,fr,synthetic_tritux_v1
TRX-1047,Câble RJ45 défectueux poste finance En télétravail uniquement.,"Lien ethernet down, LED orange éteinte. Sur site le problème n'apparaît pas.",network,low,Remplacer câble et tester port switch.,fr,synthetic_tritux_v1
TRX-1015,Pas d'accès Internet sur le poste Problème reproduit sur 2 postes.,Plus de navigation web ni ping 8.8.8.8 depuis ce matin. Captures d'écran disponibles.,network,high,"Vérifier câble/Wi-Fi, DHCP, proxy Tritux.",fr,synthetic_tritux_v1
TRX-1016,Pas d'accès Internet sur le poste Depuis la dernière mise à jour Windows.,Plus de navigation web ni ping 8.8.8.8 depuis ce matin. Aucun changement matériel de mon côté.,network,high,"Vérifier câble/Wi-Fi, DHCP, proxy Tritux.",fr,synthetic_tritux_v1
TRX-1216,PC ne démarre plus,"Écran noir au power on, ventilateurs tournent.",hardware,high,"Tester RAM/écran externe, atelier.",fr,synthetic_tritux_v1
TRX-1302,Alias email non reçu Urgent pour une livraison client.,L'alias prenom.nom2 n'arrive pas. Deadline aujourd'hui 17h.,account,medium,Vérifier proxyAddresses Exchange.,fr,synthetic_tritux_v1
TRX-1044,Câble RJ45 défectueux poste finance Urgent pour une livraison client.,"Lien ethernet down, LED orange éteinte. Deadline aujourd'hui 17h.",network,low,Remplacer câble et tester port switch.,fr,synthetic_tritux_v1
TRX-1279,Changement de nom suite mariage Problème reproduit sur 2 postes.,Mettre à jour display name et email. Captures d'écran disponibles.,account,low,Ticket identité + sync HRIS.,fr,synthetic_tritux_v1
TRX-1438,Mailing list projet à créer,Créer liste projet-nova@tritux.com.,email,low,Créer DL Exchange.,fr,synthetic_tritux_v1
TRX-1346,Calendrier Teams non synchronisé Depuis la dernière mise à jour Windows.,RDV Outlook absents de Teams. Aucun changement matériel de mon côté.,email,medium,Repair sync M365 calendar.,fr,synthetic_tritux_v1
TRX-1052,Proxy bloque certains sites pro Depuis la dernière mise à jour Windows.,Accès refusé via proxy pour un outil SaaS métier. Aucun changement matériel de mon côté.,network,medium,Demander exception proxy / whitelist.,fr,synthetic_tritux_v1
TRX-1377,Demande formation Excel avancé En télétravail uniquement.,Souhait formation tableaux croisés. Sur site le problème n'apparaît pas.,other,low,Orienter catalogue formation Tritux.,fr,synthetic_tritux_v1
TRX-1071,Compte potentiellement compromis En télétravail uniquement.,Connexions inhabituelles depuis l'étranger dans les logs. Sur site le problème n'apparaît pas.,security,urgent,"Révoquer sessions, reset MDP, MFA obligatoire.",fr,synthetic_tritux_v1
TRX-1114,Demande d'audit des accès partage,Besoin de revoir qui a accès au dossier RH.,security,medium,Exporter ACL et valider avec Data Owner.,fr,synthetic_tritux_v1
TRX-1125,Outlook ne démarre plus En télétravail uniquement.,Outlook plante au lancement avec erreur 0x8004010F. Sur site le problème n'apparaît pas.,software,high,"Réparer Office, mode sans échec, nouveau profil.",fr,synthetic_tritux_v1
TRX-1140,Word affiche document corrompu Urgent pour une livraison client.,Impossible d'ouvrir mon rapport.docx. Deadline aujourd'hui 17h.,software,medium,Récupération Word / versions OneDrive.,fr,synthetic_tritux_v1
TRX-1379,Réservation salle réunion outil Merci de traiter rapidement.,Comment réserver la salle Innovate? Impact sur mon activité quotidienne.,other,low,Utiliser Outlook room finder.,fr,synthetic_tritux_v1
TRX-1012,Pas d'accès Internet sur le poste,Plus de navigation web ni ping 8.8.8.8 depuis ce matin.,network,high,"Vérifier câble/Wi-Fi, DHCP, proxy Tritux.",fr,synthetic_tritux_v1
TRX-1057,Perte de connexion après veille Problème reproduit sur 2 postes.,"Après sleep Windows, plus de réseau jusqu'au reboot. Captures d'écran disponibles.",network,medium,"Mettre à jour pilote NIC, désactiver energy saving.",fr,synthetic_tritux_v1
TRX-1327,Signature email à mettre à jour Problème reproduit sur 2 postes.,Nouvelle signature corporate manquante. Captures d'écran disponibles.,email,low,Déployer signature centralisée.,fr,synthetic_tritux_v1
